Ticker,Harga (Rp),Harga MA20,Change (%),Volume,Vol Breakout,RSI (14D),Momentum,MA Signal,Status BB,Likuiditas,Total Score,Rekomendasi,Terakhir Update
BUMI,148.0,146,-0.6711409395973155,1311955900,Normal,48,Negatif,Uptrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
BNBR,86.0,87,-3.3707865168539324,771854500,Normal,44,Negatif,Downtrend,Normal,> 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
BRMS,555.0,539,-3.4782608695652173,393803000,Normal,51,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
DEWA,362.0,327,1.1173184357541899,668309500,Tembus MA20,58,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 16:50:31
PADI,68.0,71,-4.225352112676056,303047800,Normal,43,Negatif,Downtrend,Normal,> 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
TPIA,1910.0,1855,1.5957446808510638,293212000,Normal,47,Positif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
BIPI,141.0,132,-3.4246575342465753,641040700,Tembus MA20,51,Negatif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
DSSA,800.0,810,0.0,159403400,Normal,51,Negatif,Downtrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
CUAN,625.0,623,-0.7936507936507936,126517000,Normal,48,Negatif,Uptrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
BRPT,1690.0,1563,0.0,93453400,Normal,54,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
BBRI,2830.0,2817,1.0714285714285714,182403300,Normal,49,Positif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
BUVA,850.0,821,1.7964071856287425,174699100,Normal,53,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
BULL,364.0,344,-1.6216216216216217,141838600,Normal,54,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
COCO,129.0,156,-9.79020979020979,426768500,Tembus MA20,40,Negatif,Downtrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
YELO,73.0,71,-2.666666666666667,22168000,Normal,50,Negatif,Uptrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
EPAC,69.0,70,-2.8169014084507045,69696400,Normal,49,Negatif,Downtrend,Normal,> 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
MBMA,520.0,506,1.9607843137254901,83260500,Normal,55,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
BBRM,117.0,111,0.0,20499000,Normal,52,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
BMRI,4200.0,4069,0.9615384615384616,145283200,Normal,55,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
LPKR,60.0,59,0.0,112032000,Tembus MA20,44,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
BKSL,65.0,62,1.5625,242513800,Tembus MA20,50,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
KIOS,93.0,89,0.0,39485100,Normal,53,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
BBCA,6125.0,6061,0.0,140824900,Normal,53,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
KOTA,92.0,92,-2.127659574468085,117282100,Normal,47,Negatif,Downtrend,Normal,> 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
TLKM,2520.0,2505,-1.5625,142706600,Normal,48,Negatif,Uptrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
CSMI,75.0,71,-2.5974025974025974,15688800,Normal,49,Negatif,Uptrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
MINA,274.0,275,0.7352941176470588,45250900,Normal,47,Positif,Downtrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
ELTY,22.0,22,-4.3478260869565215,28749100,Normal,41,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
INET,214.0,199,-1.834862385321101,267292800,Tembus MA20,54,Negatif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
BUKA,106.0,99,6.0,276012400,Normal,52,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
MAPI,1525.0,1514,-0.6514657980456027,18256900,Normal,57,Negatif,Uptrend,Squeeze,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
ENRG,1390.0,1209,-4.794520547945205,119223000,Tembus MA20,58,Negatif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
TOOL,69.0,63,1.4705882352941175,54939700,Normal,60,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
RGAS,214.0,192,1.9047619047619049,22618200,Normal,65,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
PSAB,412.0,411,-0.4830917874396135,87619000,Tembus MA20,51,Negatif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
ESSA,610.0,567,5.172413793103448,98779300,Tembus MA20,58,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 16:50:31
PEGE,101.0,111,-3.8095238095238098,36295000,Tembus MA20,41,Negatif,Downtrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
DEWI,121.0,119,1.680672268907563,102645200,Tembus MA20,55,Positif,Uptrend,Squeeze,> 1 Miliar,4,BELI,2026-07-15 16:50:31
HOKI,53.0,52,0.0,13990500,Normal,46,Negatif,Uptrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
IRSX,268.0,271,0.7518796992481203,34037600,Normal,42,Positif,Downtrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
RAJA,4600.0,4010,0.2178649237472767,46141200,Tembus MA20,65,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 16:50:31
ANTM,3040.0,2837,4.10958904109589,154583300,Tembus MA20,60,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 16:50:31
UVCR,136.0,148,1.4925373134328357,36955800,Normal,39,Positif,Downtrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
MDIA,69.0,66,0.0,42422700,Normal,46,Negatif,Uptrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
BBNI,3460.0,3384,-0.2881844380403458,34196500,Normal,51,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
VKTR,715.0,568,-1.3793103448275863,51770700,Normal,62,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
RBMS,58.0,58,-1.694915254237288,22036500,Normal,49,Negatif,Downtrend,Normal,> 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
SGER,442.0,396,-1.3392857142857142,10794100,Normal,67,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
CDIA,635.0,628,0.0,22373800,Normal,45,Negatif,Uptrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
OMED,206.0,204,0.9803921568627451,37731500,Tembus MA20,51,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 16:50:31
BEEF,262.0,197,0.0,7678600,Normal,74,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
MBTO,116.0,107,-1.694915254237288,4026000,Normal,61,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
AMMN,3760.0,3522,2.73224043715847,77265900,Normal,57,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
BBKP,51.0,51,-1.9230769230769231,15345300,Normal,43,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
BMTR,115.0,114,0.8771929824561403,25319300,Tembus MA20,47,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
KOKA,171.0,120,-2.2857142857142856,32946800,Normal,69,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
ERAA,362.0,342,0.5555555555555556,26163100,Normal,64,Positif,Uptrend,Breakout Upper,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
BTEK,10.0,10,0.0,42635500,Normal,46,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
MTEL,462.0,473,-0.8583690987124464,41755400,Normal,44,Negatif,Downtrend,Normal,> 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
SMIL,316.0,287,1.282051282051282,28815400,Tembus MA20,70,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 16:50:31
MSKY,60.0,60,-1.639344262295082,2550100,Normal,46,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
AYLS,152.0,142,5.555555555555555,11315800,Tembus MA20,54,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 16:50:31
DMAS,137.0,137,0.0,40239300,Normal,50,Negatif,Downtrend,Squeeze,> 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
MARK,1100.0,991,3.7735849056603774,28035200,Tembus MA20,76,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 16:50:31
ESIP,128.0,131,1.5873015873015872,66980600,Normal,49,Positif,Downtrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
KPIG,82.0,78,1.2345679012345678,102154400,Tembus MA20,50,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
PNLF,224.0,215,1.8181818181818181,20203600,Normal,55,Positif,Uptrend,Squeeze,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
EMTK,515.0,518,-0.9615384615384616,23613300,Normal,43,Negatif,Downtrend,Normal,> 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
ENZO,69.0,66,1.4705882352941175,8596200,Normal,52,Positif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
GOTO,50.0,50,0.0,17937000,Normal,0,Negatif,Downtrend,Squeeze,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
PTRO,3970.0,3957,0.5063291139240507,13210800,Normal,49,Positif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
KIJA,131.0,121,3.149606299212598,171821600,Tembus MA20,57,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 16:50:31
BREN,3430.0,3420,1.4792899408284024,21965900,Normal,51,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
SCMA,206.0,205,0.0,16657700,Normal,49,Negatif,Uptrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
PACK,206.0,231,-3.7383177570093453,127099600,Tembus MA20,33,Negatif,Downtrend,Bottom Rebound,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
LEAD,99.0,96,-1.9801980198019802,17165600,Normal,51,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
NCKL,835.0,799,1.2121212121212122,23080400,Normal,55,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
AYAM,360.0,349,1.694915254237288,51124500,Tembus MA20,65,Positif,Uptrend,Squeeze,> 1 Miliar,4,BELI,2026-07-15 16:50:31
ASPR,162.0,155,9.45945945945946,140836200,Tembus MA20,46,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
WMPP,20.0,19,-4.761904761904762,30544200,Normal,44,Negatif,Uptrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
TOWR,378.0,372,0.0,27057200,Normal,52,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
MDKA,2650.0,2683,-0.37593984962406013,22101700,Normal,50,Negatif,Downtrend,Normal,> 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
ASII,4850.0,4770,-0.6147540983606558,37729500,Normal,49,Negatif,Uptrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
LCKM,107.0,108,0.9433962264150944,23758100,Tembus MA20,47,Positif,Downtrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
KLBF,705.0,741,-3.4246575342465753,156611300,Tembus MA20,37,Negatif,Downtrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
JGLE,50.0,51,0.0,3047500,Normal,32,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
PPRE,114.0,103,9.615384615384617,474985900,Tembus MA20,61,Positif,Uptrend,Breakout Upper,> 1 Miliar,4,BELI,2026-07-15 16:50:31
GIAA,53.0,53,1.9230769230769231,30411300,Normal,46,Positif,Downtrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
AMRT,1360.0,1399,-2.857142857142857,29626200,Normal,47,Negatif,Downtrend,Bottom Rebound,> 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
FUJI,212.0,218,6.532663316582915,1534000,Normal,41,Positif,Downtrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
SUPA,585.0,557,0.8620689655172413,10031800,Normal,46,Positif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
PWON,260.0,248,0.0,33250600,Normal,55,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
BWPT,75.0,75,0.0,28677900,Normal,45,Negatif,Downtrend,Normal,> 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
PGAS,1490.0,1463,0.0,23702200,Normal,50,Negatif,Uptrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
MEDC,1245.0,1123,-0.4,43283400,Normal,62,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
KOCI,101.0,96,1.0,71134600,Tembus MA20,57,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 16:50:31
HOPE,165.0,130,2.484472049689441,19432700,Tembus MA20,72,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 16:50:31
BAIK,665.0,644,-0.7462686567164178,11987800,Normal,56,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
WIRG,53.0,53,1.9230769230769231,28905200,Normal,43,Positif,Downtrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
CYBR,595.0,613,0.847457627118644,26724500,Tembus MA20,47,Positif,Downtrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
MMIX,775.0,658,12.318840579710146,54918800,Tembus MA20,59,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 16:50:31
SRSN,65.0,67,0.0,15451900,Normal,45,Negatif,Downtrend,Normal,> 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
BSDE,555.0,560,-1.7699115044247788,14947400,Normal,44,Negatif,Downtrend,Normal,> 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
MSIN,460.0,502,0.0,17977100,Normal,41,Negatif,Downtrend,Normal,> 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
RATU,5175.0,5061,-2.8169014084507045,6942300,Tembus MA20,52,Negatif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
RSCH,256.0,296,-5.185185185185185,30641200,Tembus MA20,36,Negatif,Downtrend,Bottom Rebound,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
HUMI,123.0,118,-0.8064516129032258,19550100,Normal,50,Negatif,Uptrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
CMNT,790.0,784,0.6369426751592357,22459800,Normal,51,Positif,Uptrend,Squeeze,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
SMLE,128.0,105,-1.5384615384615385,13935100,Normal,69,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
NICL,510.0,517,0.0,11971300,Normal,45,Negatif,Downtrend,Normal,> 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
BBTN,1205.0,1161,1.2605042016806722,15395400,Normal,52,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
VTNY,63.0,58,5.0,19726900,Tembus MA20,60,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 16:50:31
SLIS,59.0,59,0.0,6293900,Normal,44,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
PYFA,214.0,199,4.901960784313726,16619300,Tembus MA20,53,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 16:50:31
ACES,346.0,336,0.0,6359000,Normal,58,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
IBOS,68.0,72,-1.4492753623188406,1735700,Normal,38,Negatif,Downtrend,Normal,< 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
BAPA,312.0,296,17.293233082706767,212278200,Tembus MA20,53,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 16:50:31
INDO,169.0,163,0.0,15706900,Normal,58,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
NTBK,97.0,69,-3.9603960396039604,141069400,Normal,65,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
TINS,3500.0,3454,0.5747126436781609,33635900,Tembus MA20,54,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 16:50:31
GPRA,99.0,99,-1.0,23212400,Normal,46,Negatif,Downtrend,Squeeze,> 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
PMUI,83.0,80,0.0,7061400,Normal,54,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
DGWG,278.0,288,0.0,6284300,Normal,37,Negatif,Downtrend,Bottom Rebound,> 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
FOLK,218.0,195,2.8301886792452833,3703800,Normal,57,Positif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
BCIP,61.0,58,0.0,35142000,Tembus MA20,54,Negatif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
ARCI,1055.0,985,1.932367149758454,45748400,Tembus MA20,54,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 16:50:31
DEFI,106.0,108,0.0,48158300,Tembus MA20,42,Negatif,Downtrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
PADA,113.0,107,-1.7391304347826086,37581900,Tembus MA20,50,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
INCO,4930.0,4663,0.0,9149000,Normal,56,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
HMSP,695.0,663,1.4598540145985401,7528300,Normal,61,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
FUTR,226.0,189,0.8928571428571428,28322200,Normal,65,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
GULA,650.0,622,0.7751937984496124,19181300,Normal,60,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
IATA,59.0,64,-1.6666666666666667,99058300,Tembus MA20,38,Negatif,Downtrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
KRYA,60.0,56,1.694915254237288,127967700,Tembus MA20,54,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 16:50:31
JPFA,2030.0,1981,0.49504950495049505,13026100,Normal,49,Positif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
CBRE,695.0,671,-0.7142857142857143,8462400,Normal,49,Negatif,Uptrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
DOOH,122.0,118,-1.6129032258064515,29090400,Tembus MA20,51,Negatif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
DILD,115.0,113,-0.8620689655172413,12331200,Tembus MA20,51,Negatif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
KJEN,123.0,112,2.5,19229700,Tembus MA20,52,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 16:50:31
MSJA,408.0,409,-2.3923444976076556,10472500,Normal,49,Negatif,Downtrend,Normal,> 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
UNIQ,107.0,101,2.8846153846153846,11889500,Tembus MA20,57,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 16:50:31
MPPA,47.0,46,-2.083333333333333,5043200,Normal,51,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
WBSA,630.0,677,0.0,8454700,Normal,38,Negatif,Downtrend,Normal,> 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
WIFI,1850.0,1672,1.092896174863388,31470300,Tembus MA20,60,Positif,Uptrend,Breakout Upper,> 1 Miliar,4,BELI,2026-07-15 16:50:31
GTSI,134.0,129,-3.597122302158273,19546300,Normal,50,Negatif,Uptrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
OASA,318.0,263,-3.048780487804878,47227300,Tembus MA20,61,Negatif,Uptrend,Breakout Upper,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
MEDS,81.0,73,0.0,35330000,Normal,55,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
MIDI,284.0,280,0.7092198581560284,2810000,Normal,51,Positif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
ADRO,2480.0,2313,0.0,27021100,Normal,66,Negatif,Uptrend,Breakout Upper,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
UNVR,1670.0,1725,-0.2985074626865672,9093900,Normal,46,Negatif,Downtrend,Normal,> 1 Miliar,0,WAIT & SEE,2026-07-15 16:50:31
KETR,525.0,522,-1.8691588785046727,7585100,Normal,48,Negatif,Uptrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
HATM,452.0,395,0.0,8373500,Normal,65,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
UNTD,75.0,72,2.73972602739726,19232500,Normal,54,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
ELSA,650.0,578,-1.5151515151515151,17349900,Normal,65,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
NPGF,58.0,57,1.7543859649122806,6449800,Normal,47,Positif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
BIPP,68.0,58,-2.857142857142857,61083000,Tembus MA20,60,Negatif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
ICON,106.0,104,-0.9345794392523363,1990700,Normal,48,Negatif,Uptrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
INDY,2240.0,2030,0.4484304932735426,11924000,Normal,57,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
SEMA,91.0,92,0.0,2099100,Tembus MA20,43,Negatif,Downtrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
SSMS,880.0,785,2.923976608187134,12054100,Tembus MA20,64,Positif,Uptrend,Breakout Upper,> 1 Miliar,4,BELI,2026-07-15 16:50:31
SDMU,81.0,82,0.0,5285300,Normal,51,Negatif,Downtrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
PIPA,125.0,113,1.6260162601626018,31507000,Normal,58,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
EMDE,70.0,67,-1.4084507042253522,2366600,Normal,55,Negatif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
BDKR,143.0,140,-0.6944444444444444,13024400,Normal,53,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
DFAM,83.0,82,1.2195121951219512,8686200,Normal,42,Positif,Uptrend,Normal,< 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
MGNA,91.0,87,0.0,1447800,Normal,50,Negatif,Uptrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
GSMF,85.0,80,-2.2988505747126435,2806700,Normal,50,Negatif,Uptrend,Normal,< 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
PGEO,1005.0,913,-0.49504950495049505,10082000,Normal,64,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
OILS,216.0,194,-4.424778761061947,11439600,Normal,56,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
OPMS,103.0,95,-2.8301886792452833,22857900,Tembus MA20,57,Negatif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
RMKE,2480.0,2203,9.734513274336283,38359000,Tembus MA20,58,Positif,Uptrend,Breakout Upper,> 1 Miliar,4,BELI,2026-07-15 16:50:31
SNLK,224.0,223,0.9009009009009009,15501600,Tembus MA20,47,Positif,Uptrend,Squeeze,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
PSKT,194.0,188,0.0,5470100,Normal,51,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
KAQI,90.0,84,4.651162790697675,88047300,Tembus MA20,54,Positif,Uptrend,Normal,> 1 Miliar,4,BELI,2026-07-15 16:50:31
DKHH,63.0,59,1.6129032258064515,8214700,Normal,55,Positif,Uptrend,Normal,< 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
PTBA,2420.0,2374,0.0,6308500,Normal,50,Negatif,Uptrend,Normal,> 1 Miliar,1,WAIT & SEE,2026-07-15 16:50:31
SIDO,386.0,375,-0.5154639175257731,7345900,Normal,55,Negatif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
SMGR,1450.0,1447,0.6944444444444444,11279900,Normal,44,Positif,Uptrend,Normal,> 1 Miliar,2,WAIT & SEE,2026-07-15 16:50:31
ADMR,1515.0,1444,1.0,16718100,Normal,55,Positif,Uptrend,Normal,> 1 Miliar,3,WAIT & SEE,2026-07-15 16:50:31
